Unique_Seq_ID	Cleavage_State	Terminus_State	Protein_Name	Protein_Expectation_Value_Log(e)	Protein_Intensity_Log(I)
1	2	0	SO_0704	-572.7	8.09
2	2	0	SO_0704	-572.7	8.09
3	1	0	SO_0704	-572.7	8.09
4	1	0	SO_0704	-572.7	8.09
5	2	0	SO_0704	-572.7	8.09
6	1	0	SO_0704	-572.7	8.09
7	2	0	SO_0704	-572.7	8.09
8	1	0	SO_0704	-572.7	8.09
9	1	0	SO_0704	-572.7	8.09
10	2	0	SO_0704	-572.7	8.09
11	2	0	SO_0704	-572.7	8.09
12	2	0	SO_0704	-572.7	8.09
13	2	0	SO_0704	-572.7	8.09
14	2	0	SO_0704	-572.7	8.09
15	2	0	SO_0704	-572.7	8.09
16	2	0	SO_0704	-572.7	8.09
17	2	0	SO_0704	-572.7	8.09
18	2	0	SO_0704	-572.7	8.09
19	2	0	SO_0704	-572.7	8.09
20	2	0	SO_0704	-572.7	8.09
21	1	0	SO_0704	-572.7	8.09
22	1	0	SO_0704	-572.7	8.09
23	1	0	SO_0704	-572.7	8.09
24	2	0	SO_0704	-572.7	8.09
25	1	0	SO_0704	-572.7	8.09
26	1	0	SO_0704	-572.7	8.09
27	1	0	SO_0704	-572.7	8.09
28	1	0	SO_0704	-572.7	8.09
29	2	0	SO_0704	-572.7	8.09
30	2	0	SO_0704	-572.7	8.09
31	2	0	SO_0704	-572.7	8.09
32	2	0	SO_0704	-572.7	8.09
33	2	0	SO_0704	-572.7	8.09
34	2	0	SO_0704	-572.7	8.09
35	2	0	SO_0704	-572.7	8.09
36	2	0	SO_0704	-572.7	8.09
37	2	0	SO_0704	-572.7	8.09
38	2	0	SO_0704	-572.7	8.09
39	2	0	SO_0704	-572.7	8.09
40	2	0	SO_0704	-572.7	8.09
41	2	0	SO_0704	-572.7	8.09
42	1	0	SO_0704	-572.7	8.09
43	2	0	SO_0704	-572.7	8.09
44	1	0	SO_0704	-572.7	8.09
45	2	0	SO_0704	-572.7	8.09
46	2	0	SO_0704	-572.7	8.09
47	2	0	SO_0704	-572.7	8.09
48	2	0	SO_0704	-572.7	8.09
49	2	0	SO_0704	-572.7	8.09
50	2	0	SO_0704	-572.7	8.09
51	2	0	SO_0704	-572.7	8.09
52	1	0	SO_0704	-572.7	8.09
53	1	0	SO_0704	-572.7	8.09
54	1	0	SO_0704	-572.7	8.09
55	1	0	SO_0704	-572.7	8.09
56	1	0	SO_0704	-572.7	8.09
57	1	0	SO_0704	-572.7	8.09
58	2	2	SO_0704	-572.7	8.09
59	2	0	SO_0224	-543.5	7.78
