RankXc	ScanNum	ChargeState	MultiProteinID	Reference	
1	29	3	1	SO_0217
1	29	3	2	SO_0229
1	33	1	1	SO_4509
1	33	1	2	SO_4513
1	46	1	1	SO_1175
1	46	1	2	SO_2102
1	56	1	1	SO_4022
1	56	1	2	SO_4149
1	90	1	1	SO_0189
1	90	1	10	SO_2934
1	90	1	11	SO_2955
1	90	1	12	SO_2964
1	90	1	13	SO_3649
1	90	1	14	SO_4017
1	90	1	2	SO_0346
1	90	1	3	SO_0403
1	90	1	4	SO_0667
1	90	1	5	SO_1603
1	90	1	6	SO_1898
1	90	1	7	SO_2455
1	90	1	8	SO_2479
1	90	1	9	SO_2566
1	91	1	1	SO_0084
1	91	1	10	SO_2768
1	91	1	11	SO_2808
1	91	1	12	SO_2843
1	91	1	13	SO_3184
1	91	1	14	SO_3449
1	91	1	15	SO_3505
1	91	1	16	SO_3615
1	91	1	17	SO_3698
1	91	1	18	SO_3980
1	91	1	19	SO_4014
1	91	1	2	SO_0220
1	91	1	20	SO_4014
1	91	1	21	SO_4078
1	91	1	22	SO_4100
1	91	1	23	SO_4328
1	91	1	24	SO_4701
1	91	1	25	SO_A0032
1	91	1	3	SO_0442
1	91	1	4	SO_0809
1	91	1	5	SO_1962
1	91	1	6	SO_2123
1	91	1	7	SO_2123
1	91	1	8	SO_2340
1	91	1	9	SO_2705
1	93	1	1	SO_0368
1	93	1	10	SO_3503
1	93	1	11	SO_4109
1	93	1	12	SO_4112
1	93	1	13	SO_4379
1	93	1	14	SO_A0099
1	93	1	2	SO_0918
1	93	1	3	SO_1417
1	93	1	4	SO_1599
1	93	1	5	SO_2075
1	93	1	6	SO_2506
1	93	1	7	SO_3048
1	93	1	8	SO_3141
1	93	1	9	SO_3288
1	105	1	1	SO_2822
1	105	1	2	SO_4677
1	130	3	1	SO_0773
1	130	3	2	SO_1562
1	130	3	3	SO_3272
1	168	3	1	SO_A0110
1	168	3	2	SO_A0112
1	184	1	1	SO_0421
1	184	1	2	SO_2461
1	184	1	3	SO_3774
1	212	1	1	SO_0821
1	212	1	2	SO_1140
1	212	1	3	SO_1324
1	212	1	4	SO_1635
1	212	1	5	SO_2688
1	212	1	6	SO_4222
1	212	1	7	SO_4236
1	212	1	8	SO_4296
1	212	1	9	SO_A0049
1	213	1	1	SO_0821
1	213	1	2	SO_1140
1	213	1	3	SO_1324
1	213	1	4	SO_1635
1	213	1	5	SO_2688
1	213	1	6	SO_4222
1	213	1	7	SO_4236
1	213	1	8	SO_4296
1	213	1	9	SO_A0049
1	233	1	1	SO_1104
1	233	1	2	SO_1414
1	233	1	3	SO_1957
1	233	1	4	SO_4055
1	233	1	5	SO_4711
1	234	1	1	SO_0888
1	234	1	2	SO_1641
1	236	1	1	SO_0604
1	236	1	2	SO_0737
1	236	1	3	SO_2550
1	236	1	4	SO_3935
1	242	1	1	SO_0525
1	242	1	2	SO_0525
1	242	1	3	SO_1878
1	242	1	4	SO_3428
1	272	3	1	SO_2036
1	272	3	2	SO_2164
1	272	3	3	SO_2528
1	344	1	1	SO_1803
1	344	1	2	SO_3484
1	348	1	1	SO_0715
1	348	1	2	SO_1249
1	348	1	3	SO_1252
1	348	1	4	SO_3797
1	352	3	1	SO_2141
1	352	3	2	SO_3039
1	357	1	1	SO_0262
1	357	1	2	SO_0674
1	357	1	3	SO_0929
1	357	1	4	SO_3782
1	357	1	5	SO_4323
1	358	1	1	SO_0770
1	358	1	2	SO_0902
1	358	1	3	SO_2486
1	358	1	4	SO_2836
1	359	1	1	SO_0112
1	359	1	2	SO_0425
1	359	1	3	SO_1602
1	359	1	4	SO_1896
1	359	1	5	SO_2198
1	359	1	6	SO_2926
1	359	1	7	SO_3204
1	359	1	8	SO_3948
1	359	1	9	SO_4690
1	371	3	1	SO_1747
1	371	3	2	SO_4279
1	376	1	1	SO_1069
1	376	1	2	SO_4196
1	378	1	1	SO_0696
1	378	1	2	SO_2012
1	378	1	3	SO_2374
1	378	1	4	SO_2633
1	378	1	5	SO_3217
1	379	1	1	SO_0189
1	379	1	2	SO_3514
1	379	1	3	SO_4377
1	382	1	1	SO_0166
1	382	1	2	SO_0194
1	382	1	3	SO_0217
1	382	1	4	SO_0229
1	382	1	5	SO_4426
1	417	3	1	SO_0756
1	417	3	2	SO_2646
1	429	3	1	SO_2141
1	429	3	2	SO_3039
1	444	1	1	SO_0778
1	444	1	2	SO_1267
1	444	1	3	SO_3111
1	444	1	4	SO_3497
1	455	3	1	SO_2461
1	455	3	2	SO_2461
1	491	1	1	SO_0189
1	491	1	2	SO_1781
1	491	1	3	SO_4149
1	491	1	4	SO_4317
1	494	1	1	SO_0424
1	494	1	2	SO_4468
1	506	1	1	SO_0063
1	506	1	10	SO_0988
1	506	1	11	SO_1016
1	506	1	12	SO_1208
1	506	1	13	SO_1344
1	506	1	14	SO_1531
1	506	1	15	SO_2202
1	506	1	16	SO_2306
1	506	1	17	SO_2356
1	506	1	18	SO_2380
1	506	1	19	SO_2510
1	506	1	2	SO_0253
1	506	1	20	SO_2744
1	506	1	21	SO_2746
1	506	1	22	SO_2981
1	506	1	23	SO_3003
1	506	1	24	SO_3103
1	506	1	25	SO_3505
1	506	1	26	SO_3865
1	506	1	27	SO_4003
1	506	1	28	SO_4022
1	506	1	29	SO_4235
1	506	1	3	SO_0256
1	506	1	30	SO_4238
1	506	1	31	SO_4305
1	506	1	32	SO_4323
1	506	1	33	SO_4445
1	506	1	34	SO_4446
1	506	1	35	SO_4451
1	506	1	36	SO_4557
1	506	1	37	SO_4670
1	506	1	38	SO_A0099
1	506	1	4	SO_0262
1	506	1	5	SO_0300
1	506	1	6	SO_0351
1	506	1	7	SO_0491
1	506	1	8	SO_0697
1	506	1	9	SO_0783
1	513	1	1	SO_0231
1	513	1	2	SO_4671
1	524	1	1	SO_1264
1	524	1	2	SO_1463
1	524	1	3	SO_3091
1	524	1	4	SO_3346
1	524	1	5	SO_4149
1	524	1	6	SO_4574
1	525	2	1	SO_A0110
1	525	2	2	SO_A0112
1	527	1	1	SO_0743
1	527	1	2	SO_1644
1	527	1	3	SO_3969
1	574	1	1	SO_1412
1	574	1	2	SO_3298
1	587	1	1	SO_2926
1	587	1	2	SO_3127
1	587	1	3	SO_3215
1	587	1	4	SO_3741
1	594	1	1	SO_0339
1	594	1	10	SO_3427
1	594	1	11	SO_3685
1	594	1	12	SO_4211
1	594	1	13	SO_4784
1	594	1	14	SO_A0135
1	594	1	2	SO_0710
1	594	1	3	SO_1313
1	594	1	4	SO_1637
1	594	1	5	SO_2298
1	594	1	6	SO_2798
1	594	1	7	SO_2867
1	594	1	8	SO_3155
1	594	1	9	SO_3212
1	617	1	1	SO_3148
1	617	1	2	SO_3692
1	617	1	3	SO_3708
1	622	1	1	SO_0440
1	622	1	2	SO_1643
1	622	1	3	SO_2821
1	622	1	4	SO_3162
1	622	1	5	SO_4473
1	624	1	1	SO_2566
1	624	1	2	SO_3213
1	636	1	1	SO_0821
1	636	1	2	SO_2679
1	636	1	3	SO_3592
1	650	1	1	SO_1143
1	650	1	2	SO_1201
1	650	1	3	SO_1225
1	650	1	4	SO_1769
1	650	1	5	SO_2113
1	650	1	6	SO_2255
1	650	1	7	SO_3006
1	657	1	1	SO_0253
1	657	1	2	SO_4454
1	672	1	1	SO_0166
1	672	1	2	SO_4155
1	674	1	1	SO_1180
1	674	1	2	SO_1902
1	706	1	1	SO_1164
1	706	1	2	SO_1324
1	710	1	1	SO_0084
1	710	1	2	SO_1066
1	710	1	3	SO_1070
1	710	1	4	SO_2490
1	710	1	5	SO_3120
1	710	1	6	SO_3280
1	734	1	1	SO_3749
1	734	1	2	SO_A0133
1	749	1	1	SO_2805
1	749	1	2	SO_4230
1	761	1	1	SO_4210
1	761	1	2	SO_4499
1	770	1	1	SO_0189
1	770	1	10	SO_2543
1	770	1	11	SO_2629
1	770	1	12	SO_2742
1	770	1	13	SO_2827
1	770	1	14	SO_3136
1	770	1	15	SO_3492
1	770	1	16	SO_3627
1	770	1	17	SO_3866
1	770	1	18	SO_4148
1	770	1	19	SO_4388
1	770	1	2	SO_0255
1	770	1	20	SO_4633
1	770	1	21	SO_A0058
1	770	1	3	SO_0300
1	770	1	4	SO_0730
1	770	1	5	SO_1165
1	770	1	6	SO_1558
1	770	1	7	SO_1711
1	770	1	8	SO_2006
1	770	1	9	SO_2342
1	790	1	1	SO_0255
1	790	1	10	SO_4220
1	790	1	11	SO_4673
1	790	1	12	SO_4731
1	790	1	2	SO_0821
1	790	1	3	SO_1007
1	790	1	4	SO_1098
1	790	1	5	SO_1261
1	790	1	6	SO_2492
1	790	1	7	SO_2513
1	790	1	8	SO_2637
1	790	1	9	SO_2935
1	816	1	1	SO_0058
1	816	1	2	SO_4291
1	837	1	1	SO_2693
1	837	1	2	SO_3844
1	837	1	3	SO_4398
1	874	1	1	SO_0341
1	874	1	2	SO_0632
1	874	1	3	SO_1507
1	874	1	4	SO_2375
1	874	1	5	SO_2625
1	874	1	6	SO_2867
1	885	1	1	SO_0444
1	885	1	2	SO_0897
1	885	1	3	SO_1136
1	885	1	4	SO_1307
1	885	1	5	SO_1461
1	885	1	6	SO_1526
1	885	1	7	SO_2742
1	885	1	8	SO_4686
1	887	2	1	SO_A0110
1	887	2	2	SO_A0112
1	899	1	1	SO_1784
1	899	1	2	SO_2593
1	899	1	3	SO_3110
1	899	1	4	SO_4826
1	916	1	1	SO_0170
1	916	1	10	SO_3924
1	916	1	11	SO_4704
1	916	1	2	SO_0501
1	916	1	3	SO_1325
1	916	1	4	SO_1798
1	916	1	5	SO_2898
1	916	1	6	SO_3048
1	916	1	7	SO_3505
1	916	1	8	SO_3558
1	916	1	9	SO_3577
1	925	1	1	SO_0220
1	925	1	2	SO_1879
1	936	1	1	SO_0818
1	936	1	2	SO_1078
1	936	1	3	SO_1162
1	936	1	4	SO_1459
1	936	1	5	SO_2630
1	936	1	6	SO_3163
1	936	1	7	SO_4153
1	936	1	8	Contaminant_TRYP_PIG
1	937	1	1	SO_0388
1	937	1	2	SO_1552
1	937	1	3	SO_2072
1	937	1	4	SO_2543
1	937	1	5	SO_4215
1	937	1	6	SO_4220
1	972	1	1	SO_1064
1	972	1	2	SO_4222
1	1009	1	1	SO_0038
1	1009	1	2	SO_0438
1	1009	1	3	SO_0665
1	1009	1	4	SO_1030
1	1009	1	5	SO_2390
1	1009	1	6	SO_3430
1	1009	1	7	SO_3636
1	1009	1	8	SO_4717
1	1010	1	1	SO_0146
1	1010	1	2	SO_1244
1	1010	1	3	SO_3499
1	1010	1	4	SO_4272
1	1010	1	5	SO_4390
1	1010	1	6	SO_4432
1	1010	1	7	SO_A0093
1	1024	1	1	SO_3139
1	1024	1	2	SO_4634
1	1058	1	1	SO_2162
1	1058	1	2	SO_3125
1	1058	1	3	SO_3463
1	1058	1	4	SO_3857
1	1058	1	5	SO_4143
1	1066	1	1	SO_3032
1	1066	1	2	SO_3412
1	1086	1	1	SO_0192
1	1086	1	10	SO_3918
1	1086	1	2	SO_0280
1	1086	1	3	SO_0544
1	1086	1	4	SO_0816
1	1086	1	5	SO_1417
1	1086	1	6	SO_1909
1	1086	1	7	SO_2013
1	1086	1	8	SO_2791
1	1086	1	9	SO_2934
1	1103	1	1	SO_2325
1	1103	1	2	SO_3994
1	1108	1	1	SO_1820
1	1108	1	2	SO_4628
1	1122	1	1	SO_0399
1	1122	1	2	SO_1338
1	1122	1	3	SO_1341
1	1122	1	4	SO_1496
1	1122	1	5	SO_2643
1	1122	1	6	SO_2781
1	1122	1	7	SO_2910
1	1122	1	8	SO_3301
1	1122	1	9	SO_4619
1	1126	1	1	SO_0211
1	1126	1	10	SO_1699
1	1126	1	11	SO_2189
1	1126	1	12	SO_2275
1	1126	1	13	SO_2626
1	1126	1	14	SO_3071
1	1126	1	15	SO_3092
1	1126	1	16	SO_3113
1	1126	1	17	SO_3316
1	1126	1	18	SO_4210
1	1126	1	19	SO_4211
1	1126	1	2	SO_0274
1	1126	1	20	SO_4493
1	1126	1	21	SO_4499
1	1126	1	22	SO_4533
1	1126	1	23	SO_A0012
1	1126	1	24	SO_A0050
1	1126	1	3	SO_0383
1	1126	1	4	SO_0424
1	1126	1	5	SO_0467
1	1126	1	6	SO_0491
1	1126	1	7	SO_0690
1	1126	1	8	SO_1490
1	1126	1	9	SO_1625
1	1127	1	1	SO_0987
1	1127	1	2	SO_1938
1	1127	1	3	SO_2216
1	1127	1	4	SO_2960
1	1127	1	5	SO_3141
1	1127	1	6	SO_3762
1	1127	1	7	SO_3872
1	1127	1	8	SO_4690
1	1128	1	1	SO_0211
1	1128	1	10	SO_1699
1	1128	1	11	SO_2189
1	1128	1	12	SO_2275
1	1128	1	13	SO_2626
1	1128	1	14	SO_3071
1	1128	1	15	SO_3092
1	1128	1	16	SO_3113
1	1128	1	17	SO_3316
1	1128	1	18	SO_4210
1	1128	1	19	SO_4211
1	1128	1	2	SO_0274
1	1128	1	20	SO_4493
1	1128	1	21	SO_4499
1	1128	1	22	SO_4533
1	1128	1	23	SO_A0012
1	1128	1	24	SO_A0050
1	1128	1	3	SO_0383
1	1128	1	4	SO_0424
1	1128	1	5	SO_0467
1	1128	1	6	SO_0491
1	1128	1	7	SO_0690
1	1128	1	8	SO_1490
1	1128	1	9	SO_1625
1	1134	1	1	SO_0976
1	1134	1	2	SO_2099
1	1159	1	1	SO_0294
1	1159	1	2	SO_3735
1	1161	1	1	SO_0904
1	1161	1	2	SO_3157
1	1161	1	3	SO_3243
1	1164	1	1	SO_0456
1	1164	1	10	SO_1221
1	1164	1	11	SO_1228
1	1164	1	12	SO_1239
1	1164	1	13	SO_1499
1	1164	1	14	SO_1800
1	1164	1	15	SO_1942
1	1164	1	16	SO_1994
1	1164	1	17	SO_2104
1	1164	1	18	SO_2109
1	1164	1	19	SO_2189
1	1164	1	2	SO_0741
1	1164	1	20	SO_2506
1	1164	1	21	SO_2601
1	1164	1	22	SO_2626
1	1164	1	23	SO_2711
1	1164	1	24	SO_2979
1	1164	1	25	SO_3078
1	1164	1	26	SO_3083
1	1164	1	27	SO_3200
1	1164	1	28	SO_3411
1	1164	1	29	SO_3630
1	1164	1	3	SO_0797
1	1164	1	30	SO_3774
1	1164	1	31	SO_4032
1	1164	1	32	SO_4042
1	1164	1	33	SO_4200
1	1164	1	34	SO_4267
1	1164	1	35	SO_4465
1	1164	1	36	SO_4603
1	1164	1	37	SO_4669
1	1164	1	38	SO_4674
1	1164	1	39	SO_4729
1	1164	1	4	SO_0876
1	1164	1	40	SO_4800
1	1164	1	41	SO_4805
1	1164	1	5	SO_0925
1	1164	1	6	SO_1075
1	1164	1	7	SO_1142
1	1164	1	8	SO_1167
1	1164	1	9	SO_1195
1	1187	1	1	SO_0330
1	1187	1	2	SO_1230
1	1187	1	3	SO_3509
1	1187	1	4	SO_4257
1	1241	1	1	SO_0538
1	1241	1	2	SO_0779
1	1244	1	1	SO_0561
1	1244	1	10	SO_3841
1	1244	1	11	SO_4006
1	1244	1	12	SO_4008
1	1244	1	13	SO_4225
1	1244	1	14	SO_4344
1	1244	1	15	SO_4523
1	1244	1	16	SO_4583
